Title,Course Price,Subscribers,Reviews Left,Length,Percent of Reviews
How to Make an Online Portfolio Website from Scratch ,Free,14026,232,1 hour,"['628222', 'How to Make an Online Portfolio Website from Scratch ', 'https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/', 'FALSE', 'Free', '14026', '232', '25', 'All Levels', '1 hour', '2015-10-02T22:59:15Z']"
How To Make A Web Page With No Code,Free,2214,20,2 hours,"['1122224', 'How To Make A Web Page With No Code', 'https://www.udemy.com/how-to-make-a-web-page-with-no-code/', 'FALSE', 'Free', '2214', '20', '23', 'Beginner Level', '2 hours', '2017-03-23T00:06:48Z']"
Spring Framework 4 And Dependency Injection For Beginners,Free,21147,1220,1.5 hours,"['357726', 'Spring Framework 4 And Dependency Injection For Beginners', 'https://www.udemy.com/spring-framework-video-tutorial/', 'FALSE', 'Free', '21147', '1220', '16', 'Beginner Level', '1.5 hours', '2015-01-16T07:45:28Z']"
Joomla 3 - The Basics,Free,19909,411,3 hours,"['162274', 'Joomla 3 - The Basics', 'https://www.udemy.com/joomla-3-the-basics/', 'FALSE', 'Free', '19909', '411', '17', 'Beginner Level', '3 hours', '2014-02-12T01:54:02Z']"
jQuery in Action: Build 8 jQuery Projects,100,1385,89,11 hours,"['555122', 'jQuery in Action: Build 8 jQuery Projects', 'https://www.udemy.com/jquery-web-development-made-easy/', 'TRUE', '100', '1385', '89', '97', 'All Levels', '11 hours', '2015-09-12T07:14:48Z']"
Master WordPress Plugins: Shortcodes Ultimate - The Basics,Free,10780,110,1 hour,"['708674', 'Master WordPress Plugins: Shortcodes Ultimate - The Basics', 'https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/', 'FALSE', 'Free', '10780', '110', '19', 'All Levels', '1 hour', '2016-01-14T18:03:09Z']"
ASP.NET C# - Enterprise Web Systems From Novice to Expert,20,604,8,3.5 hours,"['1127048', 'ASP.NET C# - Enterprise Web Systems From Novice to Expert', 'https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/', 'TRUE', '20', '604', '8', '43', 'All Levels', '3.5 hours', '2017-04-11T05:56:16Z']"
Wordpress - Create an Outstanding Website in 2 hours,30,1772,13,2.5 hours,"['651032', 'Wordpress - Create an Outstanding Website in 2 hours', 'https://www.udemy.com/wordpress-business-website/', 'TRUE', '30', '1772', '13', '48', 'Beginner Level', '2.5 hours', '2015-10-28T22:45:22Z']"
Complete Website & CMS in PHP & MySQL From Scratch!,20,3357,82,12.5 hours,"['98066', 'Complete Website & CMS in PHP & MySQL From Scratch!', 'https://www.udemy.com/cms-admin-panel-in-php-mysql/', 'TRUE', '20', '3357', '82', '48', 'All Levels', '12.5 hours', '2014-04-18T09:51:00Z']"
The Complete Web Development Tutorial Using React and Redux,40,796,43,4 hours,"['910838', 'The Complete Web Development Tutorial Using React and Redux', 'https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/', 'TRUE', '40', '796', '43', '29', 'Intermediate Level', '4 hours', '2016-07-25T17:16:45Z']"
Create and Deploy a Web App in 3 Hours,50,4123,23,3.5 hours,"['125162', 'Create and Deploy a Web App in 3 Hours', 'https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/', 'TRUE', '50', '4123', '23', '34', 'Beginner Level', '3.5 hours', '2013-12-04T22:49:28Z']"
HTML & CSS From Scratch in 30 Days,75,2697,64,11.5 hours,"['50587', 'HTML & CSS From Scratch in 30 Days', 'https://www.udemy.com/html5-css3-responsive/', 'TRUE', '75', '2697', '64', '82', 'Beginner Level', '11.5 hours', '2013-04-22T18:19:38Z']"
Getting Started with Craft CMS,20,997,31,2 hours,"['1004788', 'Getting Started with Craft CMS', 'https://www.udemy.com/craft-cms/', 'TRUE', '20', '997', '31', '20', 'All Levels', '2 hours', '2016-11-07T22:03:01Z']"
JavaScript For Absolute Beginners - Level One,65,713,80,1.5 hours,"['959200', 'JavaScript For Absolute Beginners - Level One', 'https://www.udemy.com/javascript-for-absolute-beginners-level-one/', 'TRUE', '65', '713', '80', '8', 'All Levels', '1.5 hours', '2016-09-19T21:06:29Z']"
Effective Personal Website Building and Hosting,20,4259,0,1 hour,"['810550', 'Effective Personal Website Building and Hosting', 'https://www.udemy.com/effective-personal-website-building-and-hosting/', 'TRUE', '20', '4259', '0', '11', 'All Levels', '1 hour', '2016-04-11T22:36:52Z']"
Web Design for Web Developers: Build Beautiful Websites!,Free,98867,6512,3 hours,"['473160', 'Web Design for Web Developers: Build Beautiful Websites!', 'https://www.udemy.com/web-design-secrets/', 'FALSE', 'Free', '98867', '6512', '20', 'All Levels', '3 hours', '2015-04-13T18:29:47Z']"
"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",200,1849,21,3 hours,"['904076', 'Learn Rails: Quickly Code, Style and Launch 4 Web Apps', 'https://www.udemy.com/learn-rails/', 'TRUE', '200', '1849', '21', '83', 'All Levels', '3 hours', '2016-08-23T20:46:39Z']"
Getting Started with NodeJS for Beginners,195,1645,75,1 hour,"['842728', 'Getting Started with NodeJS for Beginners', 'https://www.udemy.com/getting-started-with-nodejs-for-beginners/', 'TRUE', '195', '1645', '75', '12', 'All Levels', '1 hour', '2016-05-23T21:14:50Z']"
Quickstart AngularJS,Free,64128,4047,1.5 hours,"['314462', 'Quickstart AngularJS', 'https://www.udemy.com/quickstart-angularjs/', 'FALSE', 'Free', '64128', '4047', '17', 'Beginner Level', '1.5 hours', '2014-11-22T12:42:22Z']"
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,20,2160,16,4 hours,"['783748', 'Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML', 'https://www.udemy.com/css-with-html/', 'TRUE', '20', '2160', '16', '28', 'All Levels', '4 hours', '2016-03-10T17:20:41Z']"
Learn Building Your Own Website Without Coding,50,7660,7,2 hours,"['161986', 'Learn Building Your Own Website Without Coding', 'https://www.udemy.com/learn-building-your-own-website-without-coding/', 'TRUE', '50', '7660', '7', '19', 'All Levels', '2 hours', '2014-03-21T01:53:04Z']"
Practical Guide to Web Development,20,2025,16,2 hours,"['823236', 'Practical Guide to Web Development', 'https://www.udemy.com/designers-guide-to-web-development/', 'TRUE', '20', '2025', '16', '38', 'Beginner Level', '2 hours', '2016-05-02T20:56:01Z']"
The Complete HTML5 and CSS3 Course,40,1548,30,15 hours,"['936504', 'The Complete HTML5 and CSS3 Course', 'https://www.udemy.com/the-complete-html5-and-css3-course/', 'TRUE', '40', '1548', '30', '126', 'All Levels', '15 hours', '2016-08-23T16:44:47Z']"
HTML & CSS for beginners: Build 3 projects from scratch,40,2472,139,4 hours,"['380092', 'HTML & CSS for beginners: Build 3 projects from scratch', 'https://www.udemy.com/learn-html-css-by-building-3-real-projects/', 'TRUE', '40', '2472', '139', '31', 'Beginner Level', '4 hours', '2015-01-22T06:47:09Z']"
Code a 'Coming Soon' Landing Page in Bootstrap 4,Free,13535,473,1.5 hours,"['884946', ""Code a 'Coming Soon' Landing Page in Bootstrap 4"", 'https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/', 'FALSE', 'Free', '13535', '473', '18', 'All Levels', '1.5 hours', '2016-08-17T05:08:23Z']"
Introduction to Bootstrap 3,20,5795,79,2.5 hours,"['98140', 'Introduction to Bootstrap 3', 'https://www.udemy.com/introduction-to-bootstrap-3/', 'TRUE', '20', '5795', '79', '29', 'Beginner Level', '2.5 hours', '2013-09-27T03:11:22Z']"
Master ExpressJS to Build Web Apps with NodeJS&JavaScript,50,2643,56,3.5 hours,"['637974', 'Master ExpressJS to Build Web Apps with NodeJS&JavaScript', 'https://www.udemy.com/expressjs/', 'TRUE', '50', '2643', '56', '24', 'All Levels', '3.5 hours', '2016-01-07T02:04:55Z']"
Learn XML Crash Course: Discover Essential XML Fundamentals ,50,3704,111,2 hours,"['219838', 'Learn XML Crash Course: Discover Essential XML Fundamentals ', 'https://www.udemy.com/learn-xml-crash-course/', 'TRUE', '50', '3704', '111', '18', 'Intermediate Level', '2 hours', '2014-06-16T14:00:47Z']"
HTML5 CSS3 JQUERY Single Page Website Project from Scratch,120,1678,34,2.5 hours,"['749560', 'HTML5 CSS3 JQUERY Single Page Website Project from Scratch', 'https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/', 'TRUE', '120', '1678', '34', '32', 'All Levels', '2.5 hours', '2016-02-03T19:22:22Z']"
Scrape Websites using PhantomJS and CasperJS,195,960,110,2 hours,"['751100', 'Scrape Websites using PhantomJS and CasperJS', 'https://www.udemy.com/scrape-websites-phantomjs-casperjs/', 'TRUE', '195', '960', '110', '32', 'Intermediate Level', '2 hours', '2016-02-26T18:21:13Z']"
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,95,1811,118,3.5 hours,"['446736', ""Amazon s3 Mastery - THE How-To' Guides For Amazon S3"", 'https://www.udemy.com/amazon-s3-mastery/', 'TRUE', '95', '1811', '118', '36', 'All Levels', '3.5 hours', '2015-03-18T21:27:54Z']"
HTML and CSS Crash Course for Beginners,50,4123,46,4.5 hours,"['200854', 'HTML and CSS Crash Course for Beginners', 'https://www.udemy.com/html-and-css-crash-course-for-beginners/', 'TRUE', '50', '4123', '46', '31', 'Beginner Level', '4.5 hours', '2014-05-30T22:23:01Z']"
EMMET Faster HTML & CSS workflow - Best Tool For Developers ,Free,26697,1097,1 hour,"['470288', 'EMMET Faster HTML & CSS workflow - Best Tool For Developers ', 'https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/', 'FALSE', 'Free', '26697', '1097', '20', 'All Levels', '1 hour', '2015-04-09T16:36:06Z']"
Introduction to Web Development,50,5921,35,4.5 hours,"['178640', 'Introduction to Web Development', 'https://www.udemy.com/introduction-to-web-development2/', 'TRUE', '50', '5921', '35', '42', 'Beginner Level', '4.5 hours', '2014-03-11T19:43:30Z']"
AngularJS For ASP.NET MVC Developers,50,3011,57,1 hour,"['412952', 'AngularJS For ASP.NET MVC Developers', 'https://www.udemy.com/angularjs-for-aspnet-mvc-developers/', 'TRUE', '50', '3011', '57', '10', 'Intermediate Level', '1 hour', '2015-02-23T15:11:20Z']"
Serverless Workflow Management with AWS Step Functions,Free,8768,173,1 hour,"['1033944', 'Serverless Workflow Management with AWS Step Functions', 'https://www.udemy.com/aws-step-functions/', 'FALSE', 'Free', '8768', '173', '8', 'Intermediate Level', '1 hour', '2016-12-09T03:39:22Z']"
How to set up a Web Server From Scratch to One Fully Managed,200,1673,31,3 hours,"['1198654', 'How to set up a Web Server From Scratch to One Fully Managed', 'https://www.udemy.com/how-to-setup-a-web-server/', 'TRUE', '200', '1673', '31', '24', 'All Levels', '3 hours', '2017-05-09T14:39:56Z']"
The Complete PHP MySQL Professional Course with 5 Projects,200,16158,159,19.5 hours,"['1171966', 'The Complete PHP MySQL Professional Course with 5 Projects', 'https://www.udemy.com/the-complete-php-mysql-professional-course/', 'TRUE', '200', '16158', '159', '125', 'All Levels', '19.5 hours', '2017-06-07T05:58:36Z']"
Angular Masterclass,150,4057,359,6.5 hours,"['833398', 'Angular Masterclass', 'https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/', 'TRUE', '150', '4057', '359', '99', 'All Levels', '6.5 hours', '2016-05-09T22:29:32Z']"
Become a Professional Web Developer | Version 3.0,200,6851,276,60 hours,"['140238', 'Become a Professional Web Developer | Version 3.0', 'https://www.udemy.com/web-development-tutorials/', 'TRUE', '200', '6851', '276', '454', 'All Levels', '60 hours', '2014-01-21T12:31:24Z']"
Build Incredible Chatbots,100,2234,253,11.5 hours,"['875194', 'Build Incredible Chatbots', 'https://www.udemy.com/build-incredible-chatbots/', 'TRUE', '100', '2234', '253', '115', 'All Levels', '11.5 hours', '2016-11-02T20:39:41Z']"
Try Django 1.10 | Create a URL Shortening Service,50,9607,78,5.5 hours,"['991630', 'Try Django 1.10 | Create a URL Shortening Service', 'https://www.udemy.com/try-django-1-10/', 'TRUE', '50', '9607', '78', '40', 'All Levels', '5.5 hours', '2016-10-24T18:14:43Z']"
Projects in CSS,60,4689,216,10 hours,"['303514', 'Projects in CSS', 'https://www.udemy.com/projects-in-css/', 'TRUE', '60', '4689', '216', '54', 'All Levels', '10 hours', '2014-09-23T06:13:59Z']"
Ruby on Rails: Training and Skills to Build Web Applications,95,9375,219,7 hours,"['134144', 'Ruby on Rails: Training and Skills to Build Web Applications', 'https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/', 'TRUE', '95', '9375', '219', '43', 'All Levels', '7 hours', '2014-01-10T18:41:55Z']"
Learn and Understand React,30,4848,105,16.5 hours,"['1115222', 'Learn and Understand React', 'https://www.udemy.com/learn-and-understand-react-and-redux-i/', 'TRUE', '30', '4848', '105', '123', 'All Levels', '16.5 hours', '2017-03-23T16:20:05Z']"
Learn Javascript & JQuery From Scratch,30,84897,2685,2 hours,"['94430', 'Learn Javascript & JQuery From Scratch', 'https://www.udemy.com/learn-javascript-jquery-from-scratch/', 'TRUE', '30', '84897', '2685', '10', 'All Levels', '2 hours', '2013-10-10T15:19:29Z']"
Learn to use JSON,150,12838,96,1.5 hours,"['788514', 'Learn to use JSON', 'https://www.udemy.com/learn-to-use-json/', 'TRUE', '150', '12838', '96', '22', 'Beginner Level', '1.5 hours', '2016-03-11T18:30:18Z']"
The Ultimate Web Developer How To Guide,200,24861,423,22.5 hours,"['629142', 'The Ultimate Web Developer How To Guide', 'https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/', 'TRUE', '200', '24861', '423', '281', 'All Levels', '22.5 hours', '2015-11-26T04:31:11Z']"
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",20,9762,94,13.5 hours,"['992114', 'Build A Complete CRUD Application With PHP, MYSQL & JQUERY', 'https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/', 'TRUE', '20', '9762', '94', '112', 'All Levels', '13.5 hours', '2016-11-01T15:30:36Z']"
jQuery Crash Course: Learn the Essentials of jQuery Fast,50,11262,142,2 hours,"['379722', 'jQuery Crash Course: Learn the Essentials of jQuery Fast', 'https://www.udemy.com/learn-jquery-crash-course/', 'TRUE', '50', '11262', '142', '18', 'All Levels', '2 hours', '2015-01-07T03:12:34Z']"
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,200,1270,16,7 hours,"['1189288', 'Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS', 'https://www.udemy.com/drupal-tutorial/', 'TRUE', '200', '1270', '16', '73', 'Beginner Level', '7 hours', '2017-05-01T23:07:05Z']"
The Complete PHP CodeIgniter Course: Beginner To Advanced,195,17895,212,4 hours,"['652438', 'The Complete PHP CodeIgniter Course: Beginner To Advanced', 'https://www.udemy.com/codeignitercourse/', 'TRUE', '195', '17895', '212', '30', 'All Levels', '4 hours', '2015-12-29T20:19:39Z']"
JavaScript For Beginners : Learn JavaScript From Scratch,195,11285,102,5.5 hours,"['1052304', 'JavaScript For Beginners : Learn JavaScript From Scratch', 'https://www.udemy.com/javascript-course-for-beginners/', 'TRUE', '195', '11285', '102', '77', 'All Levels', '5.5 hours', '2017-02-07T17:20:39Z']"
"Mastering 'Native CSS Shapes To Build Modern Web Pages""",195,1040,5,3.5 hours,"['1223012', 'Mastering \'Native CSS Shapes To Build Modern Web Pages""', 'https://www.udemy.com/mastering-native-css-shapes/', 'TRUE', '195', '1040', '5', '30', 'All Levels', '3.5 hours', '2017-05-29T17:44:48Z']"
WordPress Development For Beginners,95,23572,210,2 hours,"['882488', 'WordPress Development For Beginners', 'https://www.udemy.com/wordpress-basic/', 'TRUE', '95', '23572', '210', '20', 'All Levels', '2 hours', '2016-06-20T18:46:15Z']"
WordPress local server setup and site migration online,55,3801,43,1 hour,"['1033686', 'WordPress local server setup and site migration online', 'https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/', 'TRUE', '55', '3801', '43', '12', 'All Levels', '1 hour', '2017-01-03T22:28:01Z']"
PHP Fundamentals - Start Earning The Top Dollars You Deserve,195,12068,81,1.5 hours,"['723522', 'PHP Fundamentals - Start Earning The Top Dollars You Deserve', 'https://www.udemy.com/php-fundamentals/', 'TRUE', '195', '12068', '81', '12', 'All Levels', '1.5 hours', '2016-04-05T16:50:51Z']"
Interactive Dynamic JavaScript for beginners DOM,200,5559,35,2 hours,"['1181900', 'Interactive Dynamic JavaScript for beginners DOM', 'https://www.udemy.com/javascript-dom/', 'TRUE', '200', '5559', '35', '21', 'Beginner Level', '2 hours', '2017-04-18T17:16:33Z']"
Javascript Intermediate level 1 - Mastering the DOM,100,1838,169,3 hours,"['945336', 'Javascript Intermediate level 1 - Mastering the DOM', 'https://www.udemy.com/javascript-intermediate-mastering-the-dom/', 'TRUE', '100', '1838', '169', '31', 'All Levels', '3 hours', '2016-08-30T19:52:11Z']"
Sublime Text for Rapid Web Development,20,2104,69,1 hour,"['1079370', 'Sublime Text for Rapid Web Development', 'https://www.udemy.com/sublime-text-for-rapid-web-development/', 'TRUE', '20', '2104', '69', '14', 'All Levels', '1 hour', '2017-01-19T23:07:26Z']"
Servlets and JSPs Tutorial: Learn Web Applications With Java,35,15187,970,10 hours,"['23742', 'Servlets and JSPs Tutorial: Learn Web Applications With Java', 'https://www.udemy.com/javawebtut/', 'TRUE', '35', '15187', '970', '64', 'All Levels', '10 hours', '2012-09-10T23:52:58Z']"
Projects in PHP and MySQL,60,10606,570,23 hours,"['266252', 'Projects in PHP and MySQL', 'https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/', 'TRUE', '60', '10606', '570', '88', 'All Levels', '23 hours', '2014-07-25T11:11:41Z']"
PHP OOP: Object Oriented Programming for beginners + Project,200,6497,901,18 hours,"['473548', 'PHP OOP: Object Oriented Programming for beginners + Project', 'https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/', 'TRUE', '200', '6497', '901', '221', 'All Levels', '18 hours', '2015-06-03T22:40:09Z']"
